timestamp,inference_time_ms,success
2025-09-11T13:40:58.815651,263.6,True
2025-09-11T14:02:57.999360,150.25,True
2025-09-23T11:45:19.314950,147.62,True
2025-09-23T11:46:02.631561,96.75,True
2025-09-23T14:16:31.017757,119.53,True
2025-09-23T14:16:31.072815,48.0,True
2025-09-23T14:16:31.076453,0.01,False
2025-09-23T14:16:31.126306,46.12,True
2025-09-23T14:16:31.177996,47.98,True
